signI	signJ	{measureName}
4(N01)	BAR	39.60351023406693
EN~a	UNUG~a	39.4656870137402
BU~a	GAL~a	39.426899544208595
EN~a	NI~a	39.381345714775236
AN	TUR	39.27826891238867
1(N01)	KISZ	39.23007457058147
SZE3	UDU~a	39.20484837870607
A	SI	39.154389476814856
1(N01)	SUG5	39.127998540701874
E2~a	SANGA~a	39.09533571486875
1(N57)	6(N01)	39.043158778506026
2(N57)	SZU	39.02429958523549
GAL~a	TUR	39.0227263762928
GISZ	SZU2~a	39.0
1(N57)	3(N14)	38.979772757192805
4(N01)	A	38.897901084066454
1(N45)	5(N14)	38.894431635758934
3(N01)	NAM2	38.833917392132555
1(N57)	SZU	38.83117588846878
2(N01)	UNUG~a	38.82977375751326
2(N14)	PA~a	38.815414831802194
A	NAR	38.77869929492121
